,순위,영화명,개봉일,매출액,매출액 점유율,관객수,스크린수,대표국적,국적,배급사,연도,상영횟수,개봉년도
570,94,친구와 연인사이,2011-02-10,2099697500,0.002,267843.0,183.0,미국,미국,CJ ENM,2011,,2011
571,95,극장판 포켓몬스터 베스트 위시「비크티니와 백의 영웅 레시라무」,2011-12-22,1729310500,0.001,261757.0,237.0,일본,일본,(주)씨제이이엔엠,2011,,2011
572,96,파이널 데스티네이션5,2011-09-08,2370348500,0.002,257193.0,168.0,미국,미국,워너브러더스 코리아(주),2011,,2011
573,97,카우보이 & 에이리언,2011-08-11,1930249000,0.002,256346.0,269.0,미국,미국,(주)씨제이이엔엠,2011,,2011
574,98,마마,2011-06-01,1642407500,0.001,243209.0,269.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,2011,,2011
575,99,적과의 동침,2011-04-27,1740340000,0.001,243094.0,391.0,한국,한국,(주)쇼박스,2011,,2011
576,100,줄리아의 눈,2011-03-31,1827211000,0.001,236359.0,232.0,스페인,스페인,씨너스엔터테인먼트(주),2011,,2011
577,101,컨테이젼,2011-09-22,1782554000,0.001,228899.0,226.0,미국,미국,워너브러더스 코리아(주),2011,,2011
578,102,알파 앤 오메가,2011-02-24,1685788500,0.001,222953.0,230.0,미국,"미국,인도",(주)넥스트엔터테인먼트월드(NEW),2011,,2011
579,103,노미오와 줄리엣,2011-04-14,1937118000,0.002,221176.0,291.0,영국,"영국,미국",(주)쇼박스,2011,,2011
580,104,극장판 포켓몬스터 베스트 위시 「비크티니와 흑의 영웅 제크로무」,2011-12-22,1470159500,0.001,217253.0,226.0,일본,일본,(주)씨제이이엔엠,2011,,2011
581,105,메카닉,2011-02-24,1666463000,0.001,217077.0,226.0,미국,미국,씨너스엔터테인먼트(주),2011,,2011
582,106,그린랜턴: 반지의 선택,2011-06-16,1651783500,0.001,216676.0,345.0,미국,미국,워너브러더스 코리아(주),2011,,2011
583,107,투혼,2011-10-06,1432123500,0.001,210970.0,356.0,한국,한국,"(주)시너지하우스 (시너지),롯데쇼핑㈜롯데엔터테인먼트",2011,,2011
584,108,한나,2011-04-14,1570759500,0.001,208912.0,269.0,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,2011,,2011
585,109,굿모닝 에브리원,2011-03-17,1562415000,0.001,202667.0,144.0,미국,미국,(주)씨제이이엔엠,2011,,2011
586,110,코쿠리코 언덕에서,2011-09-29,1409395900,0.001,197408.0,227.0,일본,일본,(주)씨제이이엔엠,2011,,2011
587,111,그린 호넷,2011-01-27,2152644900,0.002,195933.0,316.0,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,2011,,2011
588,112,쥴리의 육지 대모험,2011-09-08,1295342000,0.001,191783.0,192.0,미국,"미국,홍콩,말레이시아",(주)싸이더스,2011,,2011
589,113,바니버디,2011-07-20,1207951000,0.001,181841.0,224.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2011,,2011
590,114,127시간,2011-02-17,1337550500,0.001,180846.0,233.0,미국,미국,이십세기폭스코리아(주),2011,,2011
591,115,"울지마, 톤즈",2010-09-09,1080481000,0.001,179885.0,22.0,한국,한국,주식회사 마운틴픽쳐스,2011,,2010
592,116,나는 아빠다,2011-04-14,1246420500,0.001,168049.0,300.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,2011,,2011
593,117,킬러 엘리트,2011-09-22,1249754000,0.001,165123.0,251.0,미국,미국,에스케이텔레콤(주),2011,,2011
594,118,빨간모자의 진실 2,2011-07-13,1148327000,0.001,160148.0,287.0,미국,미국,(주)화앤담이엔티,2011,,2011
595,119,어브덕션,2011-09-29,1140666500,0.001,156744.0,285.0,미국,미국,필라멘트픽쳐스,2011,,2011
596,120,써커 펀치,2011-04-07,1223821000,0.001,156606.0,240.0,미국,미국,워너브러더스 코리아(주),2011,,2011
597,121,헬프,2011-11-03,1131348500,0.001,155070.0,163.0,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,2011,,2011
598,122,프렌즈: 몬스터섬의비밀,2011-12-29,1086283500,0.001,147817.0,297.0,일본,일본,"(주)스마일이엔티,(주)에스비에스콘텐츠허브",2011,,2011
599,123,극장판 포켓 몬스터 DP 「환영의 패왕 조로아크」,2010-12-23,988195500,0.001,141003.0,139.0,일본,일본,씨제이 씨지브이(CJ CGV)(주),2011,,2010
600,124,극장판 도라에몽: 진구와 철인군단 날아라 천사들,2011-07-28,937570000,0.001,138277.0,154.0,일본,일본,에이원엔터테인먼트,2011,,2011
601,125,파이터,2011-03-10,1033270000,0.001,136946.0,263.0,미국,미국,(주)시너지하우스 (시너지),2011,,2011
602,126,50/50,2011-11-24,1019768500,0.001,135985.0,159.0,미국,미국,롯데쇼핑㈜롯데엔터테인먼트,2011,,2011
603,127,제인 에어,2011-04-20,981132000,0.001,135797.0,208.0,영국,영국,(주)시너지하우스 (시너지),2011,,2011
604,128,비스틀리,2011-03-17,1008669500,0.001,134025.0,214.0,미국,미국,(주)넥스트엔터테인먼트월드(NEW),2011,,2011
605,129,오늘,2011-10-27,712814000,0.001,131896.0,207.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,2011,,2011
606,130,파라노말 액티비티 3,2011-10-20,948704000,0.001,131437.0,180.0,미국,미국,(주)씨제이이엔엠,2011,,2011
607,131,삼국지: 명장 관우,2011-05-19,920899000,0.001,125168.0,207.0,홍콩,홍콩,(주)넥스트엔터테인먼트월드(NEW),2011,,2011
608,132,썬더일레븐 극장판 : 최강군단 오우거의 습격,2011-05-05,811159500,0.001,123363.0,166.0,일본,일본,(주)미디어데이,2011,,2011
609,133,라스트 나잇,2011-04-07,910843000,0.001,119963.0,243.0,미국,"미국,프랑스",(주)싸이더스,2011,,2011
610,134,정무문 : 100대 1의 전설,2011-06-22,872350500,0.001,117141.0,225.0,홍콩,"홍콩,중국",(주)싸이더스,2011,,2011
611,135,로맨틱 크라운,2011-08-17,860040500,0.001,114887.0,239.0,미국,미국,(주)싸이더스,2011,,2011
612,136,러브 앤 프렌즈,2011-06-16,795721500,0.001,110795.0,207.0,미국,미국,롯데쇼핑㈜롯데엔터테인먼트,2011,,2011
613,137,히트,2011-10-13,783919500,0.001,110631.0,171.0,한국,한국,(주)넥스트엔터테인먼트월드(NEW),2011,,2011
614,138,웨이 백,2011-03-17,776193500,0.001,105925.0,175.0,미국,미국,(주)쇼박스,2011,,2011
615,139,타운,2011-01-27,763767000,0.001,98866.0,158.0,미국,미국,워너브러더스 코리아(주),2011,,2011
616,140,기생령,2011-08-05,750901000,0.001,96992.0,207.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,2011,,2011
617,141,프리스트,2011-06-09,839493000,0.001,93336.0,228.0,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,2011,,2011
618,142,샤크 나이트 3D,2011-09-15,855047000,0.001,92505.0,239.0,미국,미국,(주)화앤담이엔티,2011,,2011
619,143,타워 하이스트,2011-11-17,631715500,0.001,90840.0,213.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2011,,2011
620,144,써니 감독판,2011-07-28,698549500,0.001,90562.0,54.0,한국,한국,(주)씨제이이엔엠,2011,,2011
621,145,완벽한 파트너,2011-11-17,676141000,0.001,89526.0,166.0,한국,한국,타임스토리그룹(주),2011,,2011
622,146,옥보단 3D,2011-05-12,969826000,0.001,84798.0,269.0,홍콩,홍콩,(주)화앤담이엔티,2011,,2011
623,1,도둑들,2012-07-25,93664808500,0.065,12983178.0,1072.0,한국,"한국,홍콩",(주)쇼박스,2012,,2012
624,2,"광해, 왕이 된 남자",2012-09-13,88899448769,0.062,12319390.0,810.0,한국,한국,(주)씨제이이엔엠,2012,,2012
625,3,어벤져스,2012-04-26,59557853478,0.041,7074867.0,967.0,미국,미국,"월트디즈니컴퍼니코리아 유한책임회사,한국소니픽쳐스릴리징브에나비스타영화㈜",2012,,2012
626,4,늑대소년,2012-10-31,46590107000,0.032,6654390.0,706.0,한국,한국,(주)씨제이이엔엠,2012,,2012
627,5,다크 나이트 라이즈,2012-07-19,47644838000,0.033,6396528.0,1210.0,미국,"미국,영국",워너브러더스 코리아(주),2012,,2012
628,6,바람과 함께 사라지다,2012-08-08,34614661161,0.024,4909937.0,694.0,한국,한국,(주)넥스트엔터테인먼트월드(NEW),2012,,2012
629,7,어메이징 스파이더맨,2012-06-28,41163951235,0.029,4853123.0,1118.0,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,2012,,2012
630,8,범죄와의 전쟁: 나쁜놈들 전성시대,2012-02-02,36538823500,0.025,4719872.0,699.0,한국,한국,(주)쇼박스,2012,,2012
631,9,내 아내의 모든 것,2012-05-17,34222160500,0.024,4598583.0,563.0,한국,한국,(주)넥스트엔터테인먼트월드(NEW),2012,,2012
632,10,연가시,2012-07-05,32175400664,0.022,4515833.0,759.0,한국,한국,(주)씨제이이엔엠,2012,,2012
633,11,건축학개론,2012-03-22,30219800500,0.021,4110645.0,593.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,2012,,2012
634,12,댄싱퀸,2012-01-18,30129259500,0.021,4057546.0,534.0,한국,한국,(주)씨제이이엔엠,2012,,2012
635,13,부러진 화살,2012-01-18,25878110500,0.018,3450941.0,453.0,한국,한국,(주)넥스트엔터테인먼트월드(NEW),2012,,2012
636,14,맨 인 블랙 3,2012-05-24,27301520070,0.019,3379762.0,770.0,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,2012,,2012
637,15,레미제라블,2012-12-19,23428605500,0.016,3210107.0,696.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2012,,2012
638,16,26년,2012-11-29,21111878145,0.015,2940475.0,604.0,한국,한국,"(주)인벤트스톤,영화사청어람(주)",2012,,2012
639,17,내가 살인범이다,2012-11-08,20392266000,0.014,2729798.0,547.0,한국,한국,(주)쇼박스,2012,,2012
640,18,브레이킹 던 part2,2012-11-15,18909583065,0.013,2654817.0,665.0,미국,미국,(주)넥스트엔터테인먼트월드(NEW),2012,,2012
641,19,후궁 : 제왕의 첩,2012-06-06,19330302500,0.013,2636320.0,624.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,2012,,2012
642,20,호빗: 뜻밖의 여정,2012-12-13,21724069066,0.015,2605124.0,1028.0,미국,"미국,뉴질랜드",워너브러더스 코리아(주),2012,,2012
643,21,미션임파서블:고스트프로토콜,2011-12-15,19536876000,0.014,2533735.0,1024.0,미국,미국,(주)씨제이이엔엠,2012,,2011
644,22,화차,2012-03-08,18459203000,0.013,2436400.0,548.0,한국,한국,필라멘트픽쳐스,2012,,2012
645,23,이웃사람,2012-08-22,18087442369,0.013,2434099.0,600.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,2012,,2012
646,24,007 스카이폴,2012-10-26,17487213000,0.012,2376145.0,748.0,미국,"미국,영국",소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2012,,2012
647,25,테이큰 2,2012-09-27,17581098553,0.012,2308596.0,682.0,프랑스,프랑스,이십세기폭스코리아(주),2012,,2012
648,26,배틀쉽,2012-04-11,16545921500,0.011,2241687.0,736.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2012,,2012
649,27,장화신은 고양이,2012-01-12,17601188500,0.012,2080154.0,593.0,미국,미국,(주)씨제이이엔엠,2012,,2012
650,28,타워,2012-12-25,14658256500,0.01,2014589.0,617.0,한국,한국,(주)씨제이이엔엠,2012,,2012
651,29,코리아,2012-05-03,13448848500,0.009,1872681.0,537.0,한국,한국,(주)씨제이이엔엠,2012,,2012
652,30,나의 PS 파트너,2012-12-06,13548606616,0.009,1786831.0,552.0,한국,한국,(주)씨제이이엔엠,2012,,2012
653,31,반창꼬,2012-12-19,12459852719,0.009,1730535.0,466.0,한국,한국,(주)넥스트엔터테인먼트월드(NEW),2012,,2012
654,32,러브픽션,2012-02-29,13200412500,0.009,1726202.0,617.0,한국,한국,(주)넥스트엔터테인먼트월드(NEW),2012,,2012
655,33,언터처블: 1%의 우정,2012-03-22,12733256000,0.009,1720052.0,454.0,프랑스,프랑스,(주)넥스트엔터테인먼트월드(NEW),2012,,2012
656,34,아이스 에이지 4: 대륙 이동설,2012-07-25,12291809704,0.009,1648070.0,501.0,미국,미국,이십세기폭스코리아(주),2012,,2012
657,35,공모자들,2012-08-29,12240964500,0.008,1646142.0,496.0,한국,한국,"씨너스엔터테인먼트(주),타임스토리그룹(주)",2012,,2012
658,36,마다가스카3 : 이번엔 서커스다!,2012-06-06,12514939500,0.009,1628563.0,564.0,미국,미국,(주)씨제이이엔엠,2012,,2012
659,37,하울링,2012-02-16,11765293500,0.008,1612554.0,550.0,한국,한국,(주)씨제이이엔엠,2012,,2012
660,38,용의자X,2012-10-18,11241013000,0.008,1552055.0,553.0,한국,한국,(주)씨제이이엔엠,2012,,2012
661,39,새미의 어드벤쳐 2,2012-08-01,10856204000,0.008,1457380.0,486.0,벨기에,벨기에,(주)씨제이이엔엠,2012,,2012
662,40,차형사,2012-05-30,9752555296,0.007,1346754.0,433.0,한국,한국,(주)씨제이이엔엠,2012,,2012
663,41,은교,2012-04-25,9917728000,0.007,1346274.0,521.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,2012,,2012
664,42,간첩,2012-09-20,9316548500,0.006,1310895.0,576.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,2012,,2012
665,43,간기남,2012-04-11,9356404500,0.006,1246185.0,356.0,한국,한국,(주)쇼박스,2012,,2012
666,44,메리다와 마법의 숲,2012-09-27,9024766000,0.006,1231024.0,479.0,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,2012,,2012
667,45,토탈 리콜,2012-08-15,8958236000,0.006,1219637.0,448.0,미국,"미국,캐나다",한국소니픽쳐스릴리징브에나비스타영화㈜,2012,,2012
668,46,R2B: 리턴투베이스,2012-08-15,8602921371,0.006,1201944.0,539.0,한국,한국,(주)씨제이이엔엠,2012,,2012
669,47,돈의 맛,2012-05-17,8780178611,0.006,1166018.0,643.0,한국,"한국,필리핀","(주)시너지하우스 (시너지),롯데쇼핑㈜롯데엔터테인먼트",2012,,2012
670,48,잃어버린 세계를 찾아서 2: 신비의 섬,2012-01-19,9784305000,0.007,1149628.0,398.0,미국,미국,워너브러더스 코리아(주),2012,,2012
671,49,회사원,2012-10-11,8321175000,0.006,1110523.0,549.0,한국,한국,(주)쇼박스,2012,,2012
672,50,가디언즈,2012-11-29,8083010500,0.006,1056250.0,470.0,미국,미국,(주)씨제이이엔엠,2012,,2012
673,51,점박이:한반도의 공룡3D,2012-01-26,9621468000,0.007,1040636.0,457.0,한국,한국,(주)씨제이이엔엠,2012,,2012
674,52,본 레거시,2012-09-06,7412233000,0.005,1015711.0,585.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2012,,2012
675,53,가문의 영광5 - 가문의 귀환,2012-12-19,7245056500,0.005,1012223.0,447.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,2012,,2012
676,54,시체가 돌아왔다,2012-03-29,7360631000,0.005,986923.0,435.0,한국,한국,(주)씨제이이엔엠,2012,,2012
677,55,원더풀 라디오,2012-01-05,7193596000,0.005,977470.0,474.0,한국,한국,(주)쇼박스,2012,,2012
678,56,돈 크라이 마미,2012-11-22,6798882099,0.005,972962.0,444.0,한국,한국,(주)에스비에스콘텐츠허브,2012,,2012
679,57,프로메테우스,2012-06-06,8600146099,0.006,971482.0,521.0,미국,미국,이십세기폭스코리아(주),2012,,2012
680,58,스텝업4 : 레볼루션,2012-08-15,7157894000,0.005,953871.0,281.0,미국,미국,롯데쇼핑㈜롯데엔터테인먼트,2012,,2012
681,59,점쟁이들,2012-10-03,6731202500,0.005,953682.0,479.0,한국,한국,(주)넥스트엔터테인먼트월드(NEW),2012,,2012
682,60,셜록홈즈 : 그림자 게임,2011-12-21,7168608500,0.005,949299.0,370.0,미국,미국,워너브러더스 코리아(주),2012,,2011
683,61,타이탄의 분노,2012-03-29,7591124500,0.005,893027.0,535.0,미국,미국,워너브러더스 코리아(주),2012,,2012
684,62,디스 민즈 워,2012-02-29,6661435000,0.005,873396.0,351.0,미국,미국,이십세기폭스코리아(주),2012,,2012
685,63,미확인 동영상 : 절대클릭금지,2012-05-30,5939840500,0.004,867386.0,361.0,한국,한국,(주)쇼박스,2012,,2012
686,64,존 카터: 바숨 전쟁의 서막,2012-03-08,7229870500,0.005,838126.0,508.0,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,2012,,2012
687,65,나는 왕이로소이다,2012-08-08,5455343404,0.004,790181.0,471.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,2012,,2012
688,66,토르: 마법망치의 전설,2012-02-09,5550561500,0.004,768367.0,383.0,아이슬란드,아이슬란드,"롯데쇼핑㈜롯데엔터테인먼트,(주)스마일이엔티",2012,,2012
689,67,퍼펙트 게임,2011-12-21,5224000500,0.004,695312.0,413.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,2012,,2011
690,68,스노우 화이트 앤 더 헌츠맨,2012-05-30,4646250000,0.003,636631.0,447.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2012,,2012
691,69,주먹왕 랄프,2012-12-19,4473562000,0.003,616863.0,361.0,미국,미국,소니픽쳐스릴리징월트디즈니스튜디오스코리아(주),2012,,2012
692,70,미쓰GO,2012-06-21,4441859000,0.003,611685.0,440.0,한국,한국,(주)넥스트엔터테인먼트월드(NEW),2012,,2012
693,71,헝거게임: 판엠의 불꽃,2012-04-05,4478418000,0.003,607956.0,514.0,미국,미국,롯데쇼핑㈜롯데엔터테인먼트,2012,,2012
694,72,피에타,2012-09-06,4355592500,0.003,603283.0,291.0,한국,한국,(주)넥스트엔터테인먼트월드(NEW),2012,,2012
695,73,맨 온 렛지,2012-02-22,4393531500,0.003,591841.0,408.0,미국,미국,롯데쇼핑㈜롯데엔터테인먼트,2012,,2012
696,74,파파,2012-02-01,3999992000,0.003,587279.0,414.0,한국,"한국,미국",롯데쇼핑㈜롯데엔터테인먼트,2012,,2012
697,75,백설공주,2012-05-03,4097396000,0.003,585473.0,386.0,미국,미국,롯데쇼핑㈜롯데엔터테인먼트,2012,,2012
698,76,다크 섀도우,2012-05-10,4326459000,0.003,582126.0,394.0,미국,미국,워너브러더스 코리아(주),2012,,2012
699,77,루퍼,2012-10-11,4265566000,0.003,571922.0,386.0,미국,미국,(주)에스비에스콘텐츠허브,2012,,2012
700,78,레지던트 이블 5 : 최후의 심판,2012-09-13,4757460500,0.003,558433.0,368.0,미국,"미국,독일",한국소니픽쳐스릴리징브에나비스타영화㈜,2012,,2012
701,79,마이 웨이,2011-12-21,4180964000,0.003,556580.0,645.0,한국,"한국,일본,중국","에스케이플래닛(주),(주)씨제이이엔엠",2012,,2011
702,80,명탐정 코난: 11번째 스트라이커,2012-07-19,3363777000,0.002,524914.0,350.0,일본,일본,(주)씨제이이엔엠,2012,,2012
703,81,아부의 왕,2012-06-21,3511102500,0.002,497880.0,428.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,2012,,2012
704,82,페이스메이커,2012-01-18,3443753000,0.002,467697.0,412.0,한국,한국,"(주)시너지하우스 (시너지),롯데쇼핑㈜롯데엔터테인먼트",2012,,2012
705,83,락아웃: 익스트림미션,2012-06-14,3373780000,0.002,462176.0,374.0,미국,"미국,프랑스",롯데쇼핑㈜롯데엔터테인먼트,2012,,2012
706,84,익스펜더블 2,2012-09-06,3208867228,0.002,444434.0,393.0,미국,미국,롯데쇼핑㈜롯데엔터테인먼트,2012,,2012
707,85,밀레니엄 : 여자를 증오한 남자들,2012-01-11,3504509000,0.002,443889.0,321.0,미국,"미국,스웨덴,영국,독일",한국소니픽쳐스릴리징브에나비스타영화㈜,2012,,2012
708,86,두 개의 달,2012-07-12,2949348748,0.002,426706.0,347.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,2012,,2012
709,87,늑대소년-확장판,2012-12-06,2868180500,0.002,414064.0,278.0,한국,한국,(주)씨제이이엔엠,2012,,2012
710,88,크로니클,2012-03-15,2884776000,0.002,384398.0,324.0,미국,미국,이십세기폭스코리아(주),2012,,2012
711,89,프렌즈: 몬스터섬의비밀,2011-12-29,2659702500,0.002,363179.0,297.0,일본,일본,"(주)스마일이엔티,(주)에스비에스콘텐츠허브",2012,,2011
712,90,미드나잇 인 파리,2012-07-05,2633727398,0.002,355081.0,189.0,미국,"미국,스페인","(주)디스테이션,(주)드림팩트엔터테인먼트,(주)나이너스엔터테인먼트",2012,,2012
713,91,링컨: 뱀파이어 헌터,2012-08-30,2750911500,0.002,344876.0,337.0,미국,미국,이십세기폭스코리아(주),2012,,2012
714,92,음치 클리닉,2012-11-29,2248238000,0.002,338168.0,360.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,2012,,2012
715,93,늑대아이,2012-09-13,2296193261,0.002,332702.0,226.0,일본,일본,(주)미디어데이,2012,,2012
716,94,남영동1985,2012-11-22,2358477601,0.002,332597.0,310.0,한국,한국,"씨너스엔터테인먼트(주),(주)엣나인필름",2012,,2012
717,95,무서운 이야기,2012-07-25,2452368566,0.002,331760.0,274.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,2012,,2012
718,96,극장판 포켓몬스터 베스트위시「큐레무 VS 성검사 케르디오」,2012-12-19,1281250750,0.001,329560.0,275.0,일본,일본,(주)씨제이이엔엠,2012,,2012
719,97,모모와 다락방의 수상한 요괴들,2012-07-05,1988264000,0.001,300174.0,253.0,일본,일본,타임스토리그룹(주),2012,,2012
720,98,빌리와 용감한 녀석들 3D,2012-08-08,1961238000,0.001,299434.0,241.0,독일,독일,(주)에스비에스콘텐츠허브,2012,,2012
721,99,로렉스,2012-05-03,2151848000,0.001,298366.0,463.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2012,,2012
722,100,위험한 관계,2012-10-11,2122666230,0.001,298086.0,334.0,한국,"한국,중국",(주)씨제이이엔엠,2012,,2012
723,101,더 그레이,2012-02-16,2198959500,0.002,292217.0,298.0,미국,"미국,캐나다",(주)팝파트너스,2012,,2012
724,102,네버엔딩 스토리,2012-01-18,2106823000,0.001,283449.0,269.0,한국,한국,(주)화앤담이엔티,2012,,2012
725,103,우리는 동물원을 샀다,2012-01-18,1993190500,0.001,276334.0,235.0,미국,미국,이십세기폭스코리아(주),2012,,2012
726,104,짱구는 못말려 극장판: 태풍을 부르는 황금스파이 대작전,2012-04-26,1804032000,0.001,272062.0,277.0,일본,일본,롯데쇼핑㈜롯데엔터테인먼트,2012,,2012
727,105,가비,2012-03-15,1969360500,0.001,270602.0,339.0,한국,한국,(주)시네마서비스,2012,,2012
728,106,19곰 테드,2012-09-27,2034959293,0.001,266574.0,248.0,미국,미국,유니버설픽쳐스인터내셔널 코리아(유),2012,,2012
729,107,니코: 산타비행단의 모험,2012-12-25,1676033500,0.001,243062.0,306.0,핀란드,"핀란드,덴마크,아일랜드,독일",씨너스엔터테인먼트(주),2012,,2012
730,108,잠베지아: 신비한 나무섬의 비밀,2012-12-25,1754592000,0.001,240603.0,273.0,남아프리카공화국,"남아프리카공화국,미국",롯데쇼핑㈜롯데엔터테인먼트,2012,,2012
731,109,서약,2012-03-14,1810275500,0.001,239483.0,314.0,미국,"미국,프랑스,브라질",한국소니픽쳐스릴리징브에나비스타영화㈜,2012,,2012
732,110,강철대오:구국의 철가방,2012-10-25,1614867156,0.001,233211.0,366.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,2012,,2012
733,111,오싹한 연애,2011-12-01,1721163500,0.001,231358.0,469.0,한국,한국,(주)씨제이이엔엠,2012,,2011
734,112,캐빈 인 더 우즈,2012-06-28,1710273500,0.001,228090.0,288.0,미국,미국,롯데쇼핑㈜롯데엔터테인먼트,2012,,2012
735,113,나는 공무원이다,2012-07-12,1537947500,0.001,217719.0,278.0,한국,한국,(주)넥스트엔터테인먼트월드(NEW),2012,,2012
736,114,자칼이 온다,2012-11-15,1430079500,0.001,210278.0,300.0,한국,한국,롯데쇼핑㈜롯데엔터테인먼트,2012,,2012
737,115,테드: 황금도시 파이티티를 찾아서,2012-09-20,1453568500,0.001,206320.0,301.0,스페인,스페인,(주)싸이더스,2012,,2012
738,116,코알라 키드 : 영웅의 탄생,2012-01-12,1434535500,0.001,205579.0,234.0,한국,"한국,미국",롯데쇼핑㈜롯데엔터테인먼트,2012,,2012
739,117,언더월드 4: 어웨이크닝,2012-02-22,1861948000,0.001,200038.0,343.0,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,2012,,2012
740,118,해피 피트 2,2012-02-02,1463939000,0.001,185744.0,315.0,호주,호주,워너브러더스 코리아(주),2012,,2012
741,119,업사이드 다운,2012-11-08,1229283645,0.001,175349.0,309.0,캐나다,"캐나다,프랑스",롯데쇼핑㈜롯데엔터테인먼트,2012,,2012
742,120,원 데이,2012-12-13,1279554000,0.001,175070.0,236.0,미국,미국,"(주)영화사 그램,(주)제이앤씨미디어그룹,(주)팝파트너스",2012,,2012
743,121,극장판 도라에몽: 진구와 기적의 섬 애니멀 어드벤처,2012-07-25,1071505500,0.001,165640.0,184.0,일본,일본,롯데쇼핑㈜롯데엔터테인먼트,2012,,2012
744,122,세이프 하우스,2012-02-29,1223151500,0.001,163729.0,292.0,미국,"미국,남아프리카공화국",유니버설픽쳐스인터내셔널 코리아(유),2012,,2012
745,123,다크아워,2012-01-05,1319649000,0.001,162604.0,324.0,미국,미국,이십세기폭스코리아(주),2012,,2012
746,124,더 레이븐,2012-07-05,1125457000,0.001,153581.0,265.0,미국,"미국,헝가리,스페인",롯데쇼핑㈜롯데엔터테인먼트,2012,,2012
747,125,철의 여인,2012-02-23,1079070500,0.001,144338.0,162.0,영국,영국,필라멘트픽쳐스,2012,,2012
748,126,아르고,2012-10-31,1001059500,0.001,140736.0,238.0,미국,미국,워너브러더스 코리아(주),2012,,2012
749,127,액트 오브 밸러: 최정예 특수부대,2012-02-29,1036484500,0.001,139541.0,223.0,미국,미국,씨너스엔터테인먼트(주),2012,,2012
750,128,사다코 3D : 죽음의 동영상,2012-06-14,1128635032,0.001,122382.0,262.0,일본,일본,KT&G 상상마당 영화사업팀 컴퍼니에스에스(주),2012,,2012
751,129,리미트리스,2012-07-12,870473000,0.001,121538.0,164.0,미국,미국,팝엔터테인먼트,2012,,2012
752,130,아티스트,2012-02-16,919719100,0.001,120155.0,93.0,미국,"미국,프랑스",(주)영화사 진진,2012,,2012
753,131,고스트 라이더 : 복수의 화신,2012-02-16,902982500,0.001,117263.0,269.0,미국,미국,롯데쇼핑㈜롯데엔터테인먼트,2012,,2012
754,132,우먼 인 블랙,2012-02-16,862144800,0.001,117188.0,237.0,영국,영국,"(주)넥스트엔터테인먼트월드(NEW),KT&G 상상마당 영화사업팀 컴퍼니에스에스(주)",2012,,2012
755,133,극장판 파워레인저: 캡틴포스 VS 미라클포스 199 히어로 대결전,2012-12-13,735605000,0.001,107403.0,229.0,일본,"일본,네덜란드",롯데쇼핑㈜롯데엔터테인먼트,2012,,2012
756,134,5백만불의 사나이,2012-07-19,739789500,0.001,104736.0,331.0,한국,한국,(주)씨제이이엔엠,2012,,2012
757,135,워 호스,2012-02-09,734302500,0.001,102195.0,229.0,미국,미국,한국소니픽쳐스릴리징브에나비스타영화㈜,2012,,2012
758,1,7번방의 선물,2013-01-23,91431914670,0.059,12811206.0,787.0,한국,한국,(주)넥스트엔터테인먼트월드(NEW),2013,,2013
759,2,설국열차,2013-08-01,67010077500,0.043,9349991.0,1128.0,한국,"한국,체코",(주)씨제이이엔엠,2013,,2013
760,3,관상,2013-09-11,66005451500,0.043,9134586.0,1190.0,한국,한국,(주)쇼박스,2013,,2013
