ID,SEX,AGE,AAGE,LOC,MOVIE,SQ51,SQ52,SQ53,Q011,Q012,Q021,AQ2_1_5_etc,Q022,AQ2_2_5_etc,Q031,AQ3_1_7_etc,Q032,AQ3_2_7_etc,Q041,Q042,Q051,Q052,Q061,Q062,Q07,Q08101,Q08102,Q08103,Q08104,Q08105,Q08106,Q08107,Q08108,Q08109,Q08110,Q08111,Q08112,Q08113,Q08201,Q08202,Q08203,Q08204,Q08205,Q08206,Q08207,Q08208,Q08209,Q08210,Q08211,Q08212,Q08213,Q0901,Q0902,Q0903,Q0904,Q0905,Q0906,Q0907,Q0908,Q0909,Q0910,Q0911,Q0912,Q0913,Q0914,Q0915,Q1001,Q1002,Q1003,Q1004,Q1005,Q1006,Q1007,Q1008,Q111,Q112,Q113,Q114,Q1211,Q1212,Q1213,Q1214,Q1221,Q1222,Q1223,Q1224,Q1311,Q1312,Q1313,Q1314,Q1321,Q1322,Q1323,Q1324,Q1331,Q1332,Q1333,Q1334,Q14,Q15,AQ15_6_etc,Q16,Q17,Q18,Q191,Q192,Q193,Q194,Q195,Q201,Q202,Q203,Q204,Q2101,Q2102,Q2103,Q2104,Q2105,Q2106,Q2107,Q2108,Q2109,Q2110,Q221,Q222,Q223,AQ22_8_etc,Q231,Q232,Q233,AQ23_8_etc,Q24,AQ24_5_etc,Q25,Q26,Q2701,Q2702,Q2703,Q2704,Q2705,Q2706,Q2707,Q2708,Q2709,Q2710,Q2711,Q2712,Q2713,Q2714,Q2715,Q28,AQ28_5_etc,Q29,Q301,Q302,Q303,Q304,Q311,Q312,Q313,Q314,Q32,Q33,Q34,Q35,Q36,Q37,Q38,Q39,Q40,AQ40_4_etc,Q41,Q42,AQ42_5_etc,Q43,Q4401,Q4402,Q4403,Q4404,Q441,Q442,Q443,Q45,Q46,AQ46_14_etc,Q57,NSEX,NAAGE,NLOC1,NLOC2,NEDU,NJOB,NINC,NFAM,NSQ51,NSQ52,NSQ53,kkk,WT
74167906,1,27,3,3,1,6,2,8,1,1,3, ,3, ,3, ,3, ,1,1,5,5,4,2,1,4,3,5,5,4,4,2,4,4,4,3,3,4,4,3,5,5,4,4,2,4,4,4,3,3,4,4,3,3,2,4,4,4,4,4,4,4,3,4,2,4,3,3,3,4,3,3,4,2,1,2, , ,2,2, , ,5,5, , ,4,4,2,2,4,4,1,1,4,4,1,1,1,1, ,3, , , , , , ,5, , , , ,3,5,4,4,4,3,4,2,3,3,5, , , ,5,3,2, ,1, ,2,4,4,4,4,4,4,4,4,4,4,4,2,4,4,4,4,1, ,2,17,13,21,1,19,1,21,1,4,4,2,3,3,2,2,1, , ,1,2, ,3, ,2, , ,1,0,0,2,5, ,3,1,3,3,3,3,3,1,2,2,3,2,3,1.09478260869565
74168020,1,61,7,9,1,121,0,121,2,2,0, ,0, ,3, ,1, ,2,1, ,10,3,1,1,3,4,4,4,2,5,3,1,2,5,3,3,1,2,3,4,4,2,4,3,1,2,4,3,3,1,1,2,4,4,3,4,3,3,2,3,2,2,2,2,3,4,3,4,2,3,3,4,3,1, , , ,1, , , ,1, , , ,5,3,3,3,5,3,3,3,5,2,2,2,1,2, ,4, , ,1, , , , ,4, , , ,4,2,4,3,4,2,4,2,4,1,6,5,1, ,6,5,1, ,1, ,3,3,4,4,4,4,3,2,4,5,5,2,2,2,2,5,2,3, ,1,19,11,21,7,15,7,17,7,4,2,0, ,1,3,1,1, , ,1,2, ,4, , , ,4,0,0,2,6,4, ,2,1,8,9,2,2,2,3,2,1,4,1,3,.608212560386473
74168148,2,41,5,9,1,1,1,2,1,1,2, ,2, ,2, ,1, ,1,2,5, ,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,3,3,3,2,3,3,3,3,3,3,2,3,3,4,3,4,4,3,3,3,3,3,3,3,4,4,4,3,3,4,4,3,4,3,1,2, , ,3,1, , ,2,2, , ,3,4,4,3,3,4,4,3,3,4,4,3,2, , ,2, , , ,2, , , , ,4, , ,4,4,4,4,5,4,4,4,4,4,3,5,4, ,1,3,4, ,1, ,4,3,4,4,4,4,4,4,4,4,3,3,4,4,3,4,4,2, ,1,15,1,21,1,20,13,21,1,2,3,2,3,3,1,1,1, , ,2, , ,4, , ,3, ,0,2,0,2,9, ,2,2,6,9,2,2,4,1,2,3,3,3,2,1.16776811594203
74168275,2,51,6,7,1,4,0,4,1,1,2, ,2, ,6, ,1, ,2,1, ,1,3,3,2,3,5,4,4,2,4,4,3,4,4,4,3,1,3,5,3,4,2,4,4,3,4,4,4,3,1,4,3,4,3,3,3,3,2,3,3,3,3,3,3,3,3,3,3,3,2,2,3,3,1, , , ,2, , , ,1, , , ,3,2,3,2,3,2,3,2,3,2,3,2,2, , ,5, , ,1, , , , ,3, , , ,2,2,3,3,3,3,3,3,2,2,5, , , ,5, , , ,1, ,3,2,4,3,3,4,4,3,4,3,3,3,3,3,3,4,3,3, ,1,21,1,21,1,21,1,21,1,3,3,1,1,3,2,1,3,2, ,2, , ,1, , , , ,0,0,0,8,2, ,2,2,7,7,3,2,1,3,1,2,4,3,3,1.09478260869565
74172224,1,23,3,4,1,1,1,2,1,2,1, ,0, ,6, ,1, ,1,1,10,1,3,3,2,3,4,4,3,4,4,3,3,3,3,3,3,3,3,4,4,3,4,4,3,3,3,3,3,3,3,3,3,3,3,4,4,3,5,3,4,3,3,3,3,3,3,3,3,4,4,3,3,3,1,2,3, ,2,3,3, ,3,3,3, ,3,3,3,3,3,3,3,3,3,3,3,3,1,3, ,3, , ,1, , , , ,3, , , ,4,3,4,4,3,3,4,3,3,4,5,2,7, ,7,1,3, ,1, ,3,3,4,4,3,4,3,3,4,4,3,3,3,4,3,4,3,3, ,2,15,11,21,7,15,11,21,11,2,3,2,3,3,2,1,2,1, ,1,4, ,4, , , ,4,0,0,1,2,12, ,3,1,2,4,2,2,6,1,2,3,3,3,2,1.19430830039526
74172309,1,51,6,4,1,0,10,10,2,2,0, ,0, ,1, ,1, ,1,1,20,20,1,1,1,2,5,3,3,2,5,2,3,3,3,3,1,2,2,5,3,3,2,5,2,3,3,3,3,1,2,5,4,5,4,4,2,5,5,4,3,4,4,3,5,3,3,4,2,4,4,3,5,4, , ,3, , , ,2, , , ,4, ,2,3,4,3,3,3,4,3,3,4,4,3,2, , ,3, , , , , , ,5, , , , ,4,5,5,4,3,3,3,5,4,3,5, , , ,5, , , ,1, ,3,3,3,5,4,4,3,2,3,5,5,5,4,4,3,5,3,1, ,2,12,2,14,1,4,1,14,1,2,4,2,3,2,1,1,1, , ,2, , ,1, , , , ,0,0,0,1,13, ,3,1,7,4,2,3,7,1,1,4,1,2,1,.901585677749361
74180145,2,59,6,7,1,4,5,9,1,2,2, ,0, ,3, ,3, ,1,1,10,5,3,3,2,3,3,4,4,5,3,2,2,2,4,3,3,4,4,4,4,3,4,3,2,2,2,4,3,3,3,5,4,3,3,4,5,3,4,4,5,4,4,3,4,5,4,3,5,4,4,4,5,4,1, ,3, ,3, ,3, ,5, ,5, ,4,4,5,4,3,4,4,3,4,4,3,3,2, , ,3, , , , ,3, , , , ,4, ,3,4,4,4,3,3,4,4,3,4,2, , , ,2, , , ,1, ,4,3,4,4,4,4,4,4,3,5,5,4,3,4,4,5,3,3, ,2,15,11,21,2,19,2,21,1,3,4,2,3,4,1,1,1, , ,1,1, ,4, , , ,4,0,0,2,7,9, ,3,2,7,7,3,3,4,3,2,2,2,2,2,1.09478260869565
74181263,1,26,3,9,1,8,1,9,1,2,3, ,0, ,6, ,6, ,1,1,10,3,4,3,2,4,5,4,4,4,5,4,1,2,3,3,3,3,4,5,4,4,4,5,4,1,2,3,3,3,3,5,4,3,3,4,4,3,4,4,4,4,4,3,4,4,4,3,3,3,4,3,3,3,1,2, , ,2,2, , ,2,5, , ,5,3,3,3,5,3,3,3,5,3,3,3,1,4, ,3, , , , , , ,5, , , , ,4,5,5,4,4,4,5,4,4,3,4,5,3, ,4,5,3, ,1, ,3,3,5,5,4,5,4,3,5,5,5,3,3,5,3,3,4,4, ,3,13,1,15,1,11,7,11,1,2,4,2,3,1,2,1,1, , ,2, , ,4, , , ,4,0,0,1,5,5, ,2,1,3,9,2,2,3,3,2,1,3,2,3,1.24075362318841
74183330,1,28,3,1,1,20,0,20,2,2,0, ,0, ,6, ,6, ,2,1, ,1,3,1,2,1,5,3,2,1,4,4,1,4,1,1,1,1,1,5,3,2,1,4,4,1,4,1,1,1,3,3,3,2,3,5,5,2,4,2,4,5,2,3,3,4,3,1,1,5,3,5,4,5,1, , , ,3, , , ,5, , , ,5,3,4,1,5,3,4,1,5,2,4,1,2, , ,3, , , , , , ,5, , , , ,4,4,5,5,5,3,5,3,3,2,5,2,3, ,3,2,5, ,1, ,3,3,5,5,4,4,3,3,5,4,4,5,4,5,3,1,4,4, ,1,19,11,21,7,19,13,21,7,2,2,0, ,1,2,2,1, , ,2, , ,3, , , ,4,0,0,1,4,13, ,3,1,3,1,1,3,7,2,2,1,4,1,3,1.15240274599542
74186486,1,38,4,15,1,7,3,10,1,2,3, ,0, ,6, ,1, ,1,1,10,5,2,2,2,2,2,3,2,2,2,2,2,2,2,2,2,3,2,2,3,2,2,2,2,2,2,2,2,2,3,4,3,3,4,4,4,2,5,2,5,4,3,3,2,4,3,2,2,4,2,4,3,2,1, ,3, ,2, ,3, ,5, ,3, ,4,2,2,2,4,3,3,3,4,3,3,3,2, , ,4, , , , , , ,5, , , , ,4,2,2,3,3,2,4,2,3,2,2,5,3, ,6,1,2, ,1, ,3,3,5,5,3,5,5,2,5,5,5,4,4,4,4,5,4,1, ,2,15,9,21,5,19,13,21,9,1,3,2,3,2,1,2,1, , ,2, , ,3,1, , , ,0,0,0,4,5, ,3,1,5,15,4,3,3,2,2,1,3,2,3,1.21642512077295
